"","ID.deid","T1_Age","T1_Gender","T1_Ethnicity","T1c_BFI_open","T1c_BFI_conscientious","T1c_BFI_extraversion","T1c_BFI_agreeable","T1c_BFI_neurotic","T1_SWL_1","T1_SWL_2","T1_SWL_3","T1_SWL_4","T1_SWL_5","T1_SWL_Mean","T2_SWL_1","T2_SWL_2","T2_SWL_3","T2_SWL_4","T2_SWL_5","T2_SWL_Mean","T3_SWL_1","T3_SWL_2","T3_SWL_3","T3_SWL_4","T3_SWL_5","T3_SWL_Mean","T4_SWL_1","T4_SWL_2","T4_SWL_3","T4_SWL_4","T4_SWL_5","T4_SWL_Mean","T5_SWL_1","T5_SWL_2","T5_SWL_3","T5_SWL_4","T5_SWL_5","T5_SWL_Mean","T6_SWL_1","T6_SWL_2","T6_SWL_3","T6_SWL_4","T6_SWL_5","T6_SWL_Mean","T7_SWL_1","T7_SWL_2","T7_SWL_3","T7_SWL_4","T7_SWL_5","T7_SWL_Mean","T8_SWL_1","T8_SWL_2","T8_SWL_3","T8_SWL_4","T8_SWL_5","T8_SWL_Mean","T9_SWL_1","T9_SWL_2","T9_SWL_3","T9_SWL_4","T9_SWL_5","T9_SWL_Mean","T10_SWL_1","T10_SWL_2","T10_SWL_3","T10_SWL_4","T10_SWL_5","T10_SWL_Mean","T11_SWL_1","T11_SWL_2","T11_SWL_3","T11_SWL_4","T11_SWL_5","T11_SWL_Mean","T11_LifeSatisf_Change_1","T11_LifeSatisf_Change_2","T11_LifeSatisf_Change_3","T11_LifeSatisf_Change_4","T11_LifeSatisf_Change_5"
"59",59,24,1,5,NA,NA,NA,NA,NA,0,0,1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,56,2,1,2.66666666666667,3.66666666666667,2,3.33333333333333,0.666666666666667,0,0,0,6,0,1.2,3,3,4,6,0,3.2,3,3,4,6,0,3.2,4,3,4,6,3,4,2,0,0,6,0,1.6,3,3,4,6,3,3.8,3,0,3,6,0,2.4,2,2,2,1,0,1.4,4,3,3,5,0,3,3,0,3,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,24,2,5,3,2,2.33333333333333,4,1,5,5,5,4,4,4.6,4,5,4,4,5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,5,4.4,3,3,4,4,4,3.6,NA,NA,NA,NA,NA,NA,4,4,1,1,4,2.8,NA,NA,NA,NA,NA,NA,3,4,3,3,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,25,1,6,2.66666666666667,2.66666666666667,0,3.33333333333333,3,0,2,0,1,0,0.6,0,2,0,2,0,0.8,0,2,0,2,0,0.8,0,2,0,2,0,0.8,0,2,1,2,0,1,0,1,0,1,0,0.4,0,1,0,2,0,0.6,1,2,2,6,0,2.2,0,1,0,1,0,0.4,0,1,0,1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,31,1,5,3,3.33333333333333,3,3.33333333333333,1,4,4,4,5,4,4.2,4,4,4,4,5,4.2,4,4,5,4,4,4.2,4,4,5,5,4,4.4,4,3,4,4,4,3.8,4,4,5,4,4,4.2,4,4,5,4,4,4.2,3,2,3,2,0,2,4,4,5,5,4,4.4,4,5,5,4,4,4.4,4,4,5,5,4,4.4,3,3,3,5,4
"64",64,37,1,5,3.33333333333333,1.66666666666667,1,2.33333333333333,0.666666666666667,4,4,4,6,5,4.6,4,4,4,6,5,4.6,3,3,3,6,5,4,3,3,3,6,5,4,3,3,4,6,5,4.2,3,3,4,6,5,4.2,3,3,4,6,5,4.2,2,1,3,3,1,2,4,4,4,6,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,40,1,6,4,2.33333333333333,1.33333333333333,3.66666666666667,0.333333333333333,2,2,3,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,2,2,4,5
"66",66,35,2,1,3.66666666666667,4,1.33333333333333,3.66666666666667,2,2,2,3,3,1,2.2,1,1,3,2,0,1.4,2,1,3,3,1,2,1,1,4,2,0,1.6,2,1,4,3,1,2.2,2,2,4,3,1,2.4,2,2,3,2,1,2,6,6,6,6,6,6,1,1,3,2,2,1.8,1,0,2,2,1,1.2,1,0,4,3,1,1.8,1,1,0,6,5
"67",67,21,2,5,2.33333333333333,1,2,2,4,4,5,5,5,6,5,3,2,2,4,1,2.4,1,2,2,2,0,1.4,2,2,4,3,2,2.6,2,2,3,3,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,2,2,3,1,2.2,2,3,2,3,0,2,3,4,4,4,1,3.2,1,1,4,5,3
"68",68,61,1,2,3,3.33333333333333,3,2.66666666666667,0.333333333333333,0,0,3,4,0,1.4,0,0,3,4,0,1.4,0,0,4,4,0,1.6,0,0,4,4,0,1.6,0,0,3,4,0,1.4,0,0,3,4,0,1.4,0,0,4,4,0,1.6,3,4,3,4,0,2.8,0,0,4,4,0,1.6,0,0,3,4,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,29,1,1,4,2.66666666666667,1,4,1,3,2,5,4,1,3,3,3,4,3,1,2.8,3,1,4,4,0,2.4,4,3,5,4,1,3.4,3,3,4,3,2,3,4,3,5,3,1,3.2,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,1,2.2,2,3,3,5,7
"70",70,24,2,2,4,4,4,1.66666666666667,0,6,6,6,6,6,6,6,6,6,6,6,6,4,5,5,6,6,5.2,6,6,6,6,5,5.8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,3,7,7
"71",71,36,1,2,4,3.33333333333333,3.33333333333333,2.66666666666667,2.66666666666667,3,3,3,3,0,2.4,NA,NA,NA,NA,NA,NA,2,2,2,2,0,1.6,3,3,2,3,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,0,1.6,1,1,0,0,0,0.4,3,3,3,3,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,49,1,2,3,3.66666666666667,2.33333333333333,3.33333333333333,0.666666666666667,4,4,5,5,4,4.4,4,4,5,4,3,4,4,4,4,4,3,3.8,4,4,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,3,4,5,5,5,5,5,5,5,4,5,5,3,4.4,4,4,5,4,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,27,1,1,2.33333333333333,2.33333333333333,2.33333333333333,2,1.66666666666667,3,2,2,2,0,1.8,1,2,1,1,0,1,2,2,2,1,0,1.4,2,1,1,1,1,1.2,2,1,1,2,1,1.4,2,1,2,1,1,1.4,1,1,2,1,1,1.2,3,3,4,3,0,2.6,2,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,39,2,1,3.33333333333333,2.66666666666667,2.33333333333333,2.33333333333333,1,4,4,4,4,2,3.6,2,3,3,3,2,2.6,3,3,3,2,1,2.4,3,4,4,4,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,56,2,2,3,3.66666666666667,3.33333333333333,3.66666666666667,0.666666666666667,2,2,4,1,2,2.2,2,2,4,2,1,2.2,2,2,4,2,1,2.2,2,2,4,2,1,2.2,2,2,4,4,2,2.8,2,2,4,2,1,2.2,2,2,3,3,1,2.2,1,0,0,0,0,0.2,2,2,5,4,2,3,2,2,4,2,1,2.2,2,2,4,2,1,2.2,3,4,1,5,3
"76",76,38,1,5,2.33333333333333,1.66666666666667,1.66666666666667,3.33333333333333,1,5,5,5,3,3,4.2,5,4,5,5,3,4.4,4,4,4,5,2,3.8,5,6,5,4,3,4.6,5,5,6,4,3,4.6,4,6,6,5,3,4.8,2,4,5,3,0,2.8,5,5,5,6,5,5.2,5,6,6,5,3,5,4,5,5,3,3,4,4,5,5,5,3,4.4,2,4,3,5,7
"77",77,27,2,2,3.33333333333333,3.33333333333333,0.666666666666667,2.66666666666667,3.66666666666667,3,6,6,6,3,4.8,1,1,2,3,1,1.6,0,0,0,1,1,0.4,3,6,3,5,1,3.6,5,6,6,6,3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3.4,5,6,6,6,4,5.4,6,3,5,6,5
"78",78,31,2,5,2.33333333333333,2.33333333333333,1.66666666666667,2.33333333333333,1.33333333333333,4,5,4,5,2,4,4,5,4,5,4,4.4,4,3,3,4,3,3.4,3,3,4,4,2,3.2,1,3,3,3,4,2.8,4,4,4,5,3,4,NA,NA,NA,NA,NA,NA,4,5,6,4,5,4.8,NA,NA,NA,NA,NA,NA,5,5,5,6,5,5.2,5,5,5,5,5,5,3,5,1,6,4
"79",79,41,2,2,2,2.66666666666667,1.66666666666667,3.33333333333333,0.666666666666667,5,5,5,5,3,4.6,2,2,2,3,2,2.2,1,1,1,3,1,1.4,4,3,3,4,3,3.4,3,3,3,4,2,3,4,3,3,3,1,2.8,4,3,4,5,1,3.4,5,4,5,2,1,3.4,4,3,4,4,1,3.2,5,3,5,5,2,4,4,3,4,4,1,3.2,5,3,2,3,6
"80",80,43,1,2,3.66666666666667,3,0.333333333333333,3,3.66666666666667,0,0,1,1,0,0.4,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,1,0.2,0,0,0,0,1,0.2,0,0,1,0,1,0.4,0,0,0,0,0,0,5,5,5,4,4,4.6,1,0,0,0,1,0.4,0,0,0,0,0,0,1,0,0,1,0,0.4,0,2,2,7,7
"81",81,25,1,5,0.333333333333333,0.333333333333333,0.333333333333333,2.66666666666667,1,3,4,2,1,1,2.2,NA,NA,NA,NA,NA,NA,4,4,5,3,2,3.6,2,3,3,2,1,2.2,5,4,4,3,2,3.6,3,4,3,2,1,2.6,3,5,3,2,1,2.8,3,4,5,4,1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,48,2,2,1.33333333333333,1.66666666666667,2,1.33333333333333,0.666666666666667,3,3,3,4,3,3.2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,3,4,4,4,3.6,4,5,5,5,5,4.8,5,5,6,6,6,5.6,4,4,4,4,4,4,4,4,5,4,3,4,6,6,6,6,6,6,5,3,4,5,5,4.4,5,5,5,5,5,5,3,3,3,1,7
"83",83,57,2,2,2.33333333333333,4,3,3.33333333333333,0,4,4,4,4,3,3.8,4,4,5,6,1,4,NA,NA,NA,NA,NA,NA,4,4,4,4,0,3.2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,4,3,4,5,0,3.2,5,2,5,2,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,32,1,6,1,1.66666666666667,2.33333333333333,1.66666666666667,3,1,1,1,1,3,1.4,4,4,4,4,4,4,2,2,2,2,3,2.2,1,1,3,3,3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,4,4,0,3.6,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,30,1,1,2.66666666666667,1.33333333333333,2.33333333333333,1.33333333333333,2,1,3,2,3,0,1.8,2,3,2,4,0,2.2,2,3,2,3,0,2,2,3,2,3,0,2,2,2,2,3,0,1.8,NA,NA,NA,NA,NA,NA,2,3,1,2,0,1.6,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,2,3,1,2,0,1.6,2,3,2,3,0,2,0,5,5,3,5
"86",86,39,2,1,3.66666666666667,4,2,3.66666666666667,1,3,3,3,3,0,2.4,3,3,4,4,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,0,3.6,3,3,4,5,0,3,4,4,5,5,0,3.6,3,3,4,4,2,3.2,3,4,5,5,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,37,2,5,3.33333333333333,4,2,3.66666666666667,0.333333333333333,5,5,5,5,5,5,5,5,5,6,4,5,4,4,5,5,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,70,2,2,1,3,0.333333333333333,3,3,2,2,2,2,0,1.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,4.6,0,0,0,0,0,0,1,1,2,2,0,1.2,1,1,1,1,1,1,4,5,3,4,4
"89",89,24,3,6,NA,NA,NA,NA,NA,5,5,6,6,6,5.6,NA,NA,NA,NA,NA,NA,1,0,3,6,6,3.2,NA,NA,NA,NA,NA,NA,0,1,2,3,3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,31,2,2,3.66666666666667,3.66666666666667,2,4,1.33333333333333,4,4,5,4,2,3.8,4,4,5,5,5,4.6,3,2,2,1,4,2.4,4,4,5,5,4,4.4,2,4,5,5,4,4,4,4,5,4,4,4.2,3,3,1,2,1,2,6,6,6,6,0,4.8,1,1,1,4,2,1.8,3,3,3,4,4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,27,1,1,2.33333333333333,2.33333333333333,1.33333333333333,3,2.66666666666667,3,6,5,3,5,4.4,3,2,3,3,5,3.2,5,6,3,5,3,4.4,1,2,3,4,5,3,3,2,4,5,3,3.4,3,5,6,5,6,5,6,5,6,5,3,5,3,4,3,3,4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,42,2,2,4,2,1.33333333333333,3,0.666666666666667,4,4,5,4,2,3.8,3,3,3,3,2,2.8,3,3,3,3,2,2.8,3,4,4,4,2,3.4,2,3,3,3,2,2.6,3,3,3,3,2,2.8,3,3,3,4,3,3.2,4,3,4,4,3,3.6,3,3,3,4,3,3.2,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,28,1,5,3.33333333333333,3.66666666666667,3.33333333333333,3.33333333333333,0.333333333333333,4,5,4,5,5,4.6,4,4,4,4,4,4,4,5,4,4,4,4.2,4,4,4,4,4,4,5,5,4,5,5,4.8,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,5,5,4,1,3.8,5,5,5,5,5,5,5,4,5,5,5,4.8,4,4,5,5,4,4.4,4,3,3,3,4
"94",94,33,1,6,2,2.66666666666667,2,2.66666666666667,2,5,5,6,5,1,4.4,4,4,4,3,3,3.6,3,3,3,3,3,3,1,1,1,1,4,1.6,4,3,3,2,2,2.8,1,0,0,2,5,1.6,5,4,4,4,4,4.2,3,3,4,3,2,3,4,3,3,3,3,3.2,2,2,2,1,5,2.4,6,3,4,3,1,3.4,4,2,2,4,4
"95",95,49,2,1,NA,NA,NA,NA,NA,5,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,5,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,33,1,2,2,3,1.33333333333333,3,0,4,5,5,5,4,4.6,4,5,4,5,3,4.2,5,5,5,5,3,4.6,4,5,6,5,3,4.6,5,5,5,5,3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,32,2,2,NA,NA,NA,NA,NA,5,4,5,5,5,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,37,2,2,1.33333333333333,1.66666666666667,0.666666666666667,1.66666666666667,3.66666666666667,5,5,5,4,3,4.4,1,1,1,2,1,1.2,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2.2,1,1,1,2,0,1,3,3,3,4,1,2.8,3,3,4,3,1,2.8,6,6,6,6,3,5.4,2,3,3,3,1,2.4,2,2,2,3,1,2,2,3,3,3,2,2.6,2,3,3,7,4
"99",99,20,1,5,NA,NA,NA,NA,NA,1,3,2,0,2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1.8,3,3,4,2,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,21,1,6,2,2.66666666666667,2.66666666666667,1.33333333333333,1.66666666666667,1,4,2,2,3,2.4,0,2,4,2,3,2.2,2,1,4,2,3,2.4,3,2,3,3,2,2.6,5,3,1,4,2,3,3,2,2,3,3,2.6,5,3,4,5,3,4,0,1,1,2,0,0.8,4,3,4,2,0,2.6,5,3,2,2,2,2.8,0,4,4,2,3,2.6,4,2,1,4,3
"101",101,31,1,2,3,4,1.33333333333333,2.66666666666667,3,4,4,4,3,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,1,2.4,3,3,3,2,2,2.6,2,2,2,2,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,66,1,2,3.66666666666667,1.66666666666667,1.66666666666667,3.33333333333333,1,0,1,0,6,0,1.4,0,1,2,6,0,1.8,0,0,2,5,0,1.4,0,1,1,6,0,1.6,0,2,2,6,0,2,0,1,2,6,0,1.8,0,1,2,6,0,1.8,3,3,3,2,4,3,0,1,2,6,0,1.8,0,2,2,5,0,1.8,0,2,2,6,0,2,4,3,4,1,6
"103",103,27,2,5,NA,NA,NA,NA,NA,3,4,4,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,0,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,39,2,1,4,3.66666666666667,0,4,2.66666666666667,2,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,24,1,1,4,3.66666666666667,2.66666666666667,4,2,6,6,5,6,4,5.4,2,2,2,1,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,4,4,4.6,6,6,5,6,3,5.2,NA,NA,NA,NA,NA,NA,6,6,6,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,2,2,3.2,6,5,3,4,7
"106",106,38,2,1,2.33333333333333,3,1.66666666666667,2.66666666666667,1,3,3,3,2,3,2.8,4,3,3,3,3,3.2,3,4,4,3,2,3.2,2,3,3,2,3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,37,1,6,1.66666666666667,1.66666666666667,3,1.33333333333333,3.33333333333333,2,3,2,2,1,2,2,1,2,2,1,1.6,2,1,1,2,0,1.2,2,1,1,2,1,1.4,2,2,1,2,2,1.8,2,2,1,1,2,1.6,2,1,1,2,1,1.4,4,5,5,3,2,3.8,1,0,0,1,1,0.6,1,1,2,2,1,1.4,3,2,2,1,2,2,3,1,1,4,5
"108",108,23,2,5,3.66666666666667,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,4,3.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,34,1,6,3,1,1.33333333333333,2,2,4,4,1,2,5,3.2,4,1,3,2,3,2.6,4,2,3,1,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,61,2,2,1.33333333333333,2.33333333333333,2,2.33333333333333,1.66666666666667,4,5,4,4,3,4,NA,NA,NA,NA,NA,NA,5,4,5,4,4,4.4,4,4,3,3,2,3.2,4,4,4,4,3,3.8,5,5,4,4,4,4.4,4,4,4,4,3,3.8,5,5,5,5,4,4.8,4,4,4,4,4,4,4,4,4,4,3,3.8,5,5,5,5,4,4.8,3,4,3,6,6
"111",111,NA,NA,NA,2.33333333333333,2.66666666666667,1,1.66666666666667,2,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,2,2.8,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,26,2,5,2.33333333333333,3,0,2.33333333333333,2.66666666666667,1,1,1,1,0,0.8,1,1,1,1,0,0.8,1,1,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,1,2,1,2,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,36,1,5,2.66666666666667,3.66666666666667,0.666666666666667,3.33333333333333,1,3,4,4,4,4,3.8,2,2,3,3,4,2.8,2,2,2,3,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,3.6,3,3,3,3,4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,39,2,8,1,3.33333333333333,0.333333333333333,1.33333333333333,4,0,0,0,5,0,1,0,0,0,5,0,1,0,0,1,5,0,1.2,0,0,0,4,0,0.8,0,0,0,4,0,0.8,0,0,0,4,0,0.8,0,0,0,4,0,0.8,5,6,6,5,2,4.8,0,0,0,5,0,1,0,1,0,4,0,1,1,0,0,4,0,1,3,2,1,4,4
"115",115,51,2,5,3.66666666666667,3,0.333333333333333,3.33333333333333,0.333333333333333,5,5,6,5,5,5.2,2,1,3,5,5,3.2,5,6,6,5,5,5.4,5,6,6,5,5,5.4,5,6,6,5,5,5.4,5,6,6,5,5,5.4,5,6,6,5,5,5.4,6,6,6,6,6,6,5,6,5,5,5,5.2,5,5,5,5,5,5,5,6,6,5,5,5.4,2,3,0,2,5
"116",116,21,1,6,4,2.66666666666667,3,2.66666666666667,1.33333333333333,5,6,6,4,1,4.4,5,6,5,5,5,5.2,NA,NA,NA,NA,NA,NA,4,6,6,6,5,5.4,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,4,4,4,3,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,30,2,1,4,3.33333333333333,2,4,0.333333333333333,3,3,3,3,3,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,49,2,5,3.33333333333333,2,1.66666666666667,3.33333333333333,2.33333333333333,2,3,2,2,0,1.8,2,3,3,1,1,2,1,3,2,0,0,1.2,3,3,2,2,1,2.2,1,2,2,1,0,1.2,2,3,3,3,1,2.4,NA,NA,NA,NA,NA,NA,6,6,6,6,2,5.2,2,3,2,2,1,2,2,1,1,1,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,47,2,2,4,3,0.666666666666667,4,2,4,4,5,4,1,3.6,3,3,4,3,1,2.8,3,3,4,3,1,2.8,4,4,5,4,2,3.8,4,4,5,4,1,3.6,4,4,5,4,2,3.8,4,4,5,4,1,3.6,3,3,4,4,5,3.8,4,4,5,4,2,3.8,3,3,4,4,2,3.2,4,4,5,3,2,3.6,1,3,2,4,5
