id.deid,T1_Age,T1_Gender,T1_Ethnicity,T6_BFI_agreeable,T6_BFI_conscientious,T6_BFI_open,T6_BFI_extraversion,T6_BFI_neurotic,T1_SWL_1,T1_SWL_2,T1_SWL_3,T1_SWL_4,T1_SWL_5,T1_SWL_Mean,T2_SWL_1,T2_SWL_2,T2_SWL_3,T2_SWL_4,T2_SWL_5,T2_SWL_Mean,T3_SWL_1,T3_SWL_2,T3_SWL_3,T3_SWL_4,T3_SWL_5,T3_SWL_Mean,T4_SWL_1,T4_SWL_2,T4_SWL_3,T4_SWL_4,T4_SWL_5,T4_SWL_Mean,T5_SWL_1,T5_SWL_2,T5_SWL_3,T5_SWL_4,T5_SWL_5,T5_SWL_Mean,T6_SWL_1,T6_SWL_2,T6_SWL_3,T6_SWL_4,T6_SWL_5,T6_SWL_Mean,T7_SWL_1,T7_SWL_2,T7_SWL_3,T7_SWL_4,T7_SWL_5,T7_SWL_Mean,T8_SWL_1,T8_SWL_2,T8_SWL_3,T8_SWL_4,T8_SWL_5,T8_SWL_Mean,T9_SWL_1,T9_SWL_2,T9_SWL_3,T9_SWL_4,T9_SWL_5,T9_SWL_Mean,T10_SWL_1,T10_SWL_2,T10_SWL_3,T10_SWL_4,T10_SWL_5,T10_SWL_Mean,T11_SWL_1,T11_SWL_2,T11_SWL_3,T11_SWL_4,T11_SWL_5,T11_SWL_Mean,T11_LifeSatisf_Change_1,T11_LifeSatisf_Change_2,T11_LifeSatisf_Change_3,T11_LifeSatisf_Change_4,T11_LifeSatisf_Change_5
61,35,2,2,3,3,3,3.333333333,1.333333333,5,5,5,5,2,4.4,5,5,5,5,2,4.4,NA,NA,NA,NA,NA,NA,5,5,5,5,2,4.4,NA,NA,NA,NA,NA,NA,4,4,5,5,1,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,4.2,2,3,2,5,6
62,28,2,2,2,1.333333333,3.333333333,1.333333333,0,3,3,3,4,2,3,2,3,3,3,2,2.6,3,3,3,4,3,3.2,4,3,4,5,3,3.8,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2.8,3,3,4,4,3,3.4,3,3,5,4,3,3.6,1,2,3,2,1,1.8,2,2,3,3,2,2.4,4,4,2,5,4
63,48,2,2,2.333333333,4,2.333333333,2.333333333,1.666666667,2,2,2,3,2,2.2,3,3,3,4,4,3.4,3,2,2,3,4,2.8,2,2,2,3,3,2.4,2,2,2,3,3,2.4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,66,2,2,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,4,4,4,5,3,4,3,3,3,5,4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,32,2,2,2.333333333,2,3.666666667,0.333333333,2.666666667,1,3,3,3,6,3.2,5,5,5,3,5,4.6,5,5,5,5,5,5,3,3,3,3,6,3.6,3,6,6,3,3,4.2,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,5,6,6,5,5,5.4,5,5,5,3,5,4.6,6,3,3,7,7
66,31,1,2,3.666666667,4,0.666666667,1.666666667,1.666666667,5,5,6,6,6,5.6,4,4,6,6,6,5.2,5,5,6,6,6,5.6,4,4,6,6,6,5.2,5,4,5,6,6,5.2,4,4,6,6,6,5.2,4,5,5,6,6,5.2,5,5,6,6,6,5.6,5,5,6,6,6,5.6,5,5,6,6,6,5.6,5,5,6,6,6,5.6,2,3,3,3,7
67,70,2,2,3.333333333,4,2.666666667,2.666666667,2.666666667,4,5,4,5,2,4,5,5,5,6,4,5,0,2,1,2,2,1.4,3,5,3,5,2,3.6,5,3,5,6,3,4.4,4,5,4,6,3,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,6,2,4,1,0,5,1,7
68,48,1,1,NA,NA,NA,NA,NA,3,2,2,2,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,1,0,1.2,NA,NA,NA,NA,NA,NA,0,2,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,41,1,2,2.333333333,3.333333333,3,0.333333333,1.666666667,2,1,3,3,1,2,2,1,3,4,1,2.2,NA,NA,NA,NA,NA,NA,1,2,4,4,1,2.4,3,1,4,4,1,2.6,2,2,4,4,1,2.6,3,2,4,4,1,2.8,2,1,4,4,1,2.4,NA,NA,NA,NA,NA,NA,1,2,4,4,1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,31,2,2,4,4,3,2,1,5,4,5,5,2,4.2,5,5,5,5,1,4.2,5,6,6,5,1,4.6,5,5,6,4,1,4.2,5,5,6,5,1,4.4,4,4,3,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,35,1,2,NA,NA,NA,NA,NA,5,5,5,5,3,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,38,2,2,NA,NA,NA,NA,NA,3,3,5,5,5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,1.8,4,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,60,2,2,4,4,3,3,0,6,6,6,6,6,6,5,5,6,6,6,5.6,3,3,3,4,2,3,6,5,5,5,6,5.4,6,5,5,6,6,5.6,5,6,6,6,6,5.8,5,5,5,6,6,5.4,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5.8,6,6,6,6,6,6,2,4,1,2,6
74,32,2,2,NA,NA,NA,NA,NA,3,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,3.4,3,4,3,3,5,3.6,3,4,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,67,1,2,2.666666667,4,3.666666667,3,0,5,4,5,5,3,4.4,4,4,2,4,3,3.4,1,0,1,2,0,0.8,1,3,2,2,1,1.8,1,1,0,1,0,0.6,1,0,0,1,0,0.4,1,1,1,3,1,1.4,0,2,1,4,3,2,2,1,2,4,1,2,NA,NA,NA,NA,NA,NA,0,0,3,2,0,1,0,1,0,7,7
76,54,2,2,NA,NA,NA,NA,NA,4,4,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,62,2,2,4,4,3.666666667,2,1,6,5,6,4,4,5,6,5,6,6,4,5.4,6,4,6,6,4,5.2,6,4,6,6,3,5,5,4,6,6,5,5.2,6,4,6,6,1,4.6,6,4,6,5,2,4.6,6,3,6,5,3,4.6,6,4,6,6,3,5,6,4,6,6,3,5,6,5,6,5,3,5,3,3,3,5,6
78,35,2,2,NA,NA,NA,NA,NA,3,5,3,3,2,3.2,5,5,4,4,3,4.2,4,5,3,3,2,3.4,4,5,2,4,3,3.6,4,5,5,5,4,4.6,NA,NA,NA,NA,NA,NA,5,5,4,3,1,3.6,4,5,3,3,2,3.4,4,5,4,4,3,4,4,4,2,3,1,2.8,5,5,4,4,3,4.2,5,3,2,6,6
79,43,1,2,2,3,2,1.666666667,1.666666667,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,2,2.4,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,3,2,3,5
80,37,1,2,NA,NA,NA,NA,NA,4,3,2,2,2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,3,0,1,0,1,1,0,0,0.4,1,1,6,0,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,21,2,2,NA,NA,NA,NA,NA,2,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,28,2,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,74,1,2,3.666666667,2.333333333,2.333333333,2.666666667,0.666666667,4,4,4,4,3,3.8,3,3,3,3,2,2.8,3,2,4,4,4,3.4,3,3,4,4,4,3.6,4,4,5,5,3,4.2,3,2,5,5,3,3.6,4,4,5,5,3,4.2,2,2,3,5,3,3,3,3,3,4,3,3.2,3,3,3,5,4,3.6,3,3,4,5,4,3.8,6,5,4,6,5
84,39,1,5,2,1.666666667,3,0,4,0,3,0,0,0,0.6,0,2,0,0,0,0.4,0,2,0,0,0,0.4,0,2,0,0,0,0.4,0,3,0,0,0,0.6,0,2,0,0,0,0.4,0,3,0,0,0,0.6,0,3,0,0,0,0.6,0,3,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,39,2,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,38,1,2,NA,NA,NA,NA,NA,6,6,6,6,5,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,33,1,2,NA,NA,NA,NA,NA,2,2,2,2,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,43,2,2,2.666666667,1.333333333,1,2.333333333,2.666666667,4,4,3,5,2,3.6,4,4,4,5,4,4.2,2,3,3,4,4,3.2,3,3,3,2,2,2.6,4,3,3,4,3,3.4,4,3,3,4,2,3.2,3,3,3,4,3,3.2,4,4,4,4,3,3.8,3,3,3,3,1,2.6,4,3,4,4,4,3.8,4,3,3,4,3,3.4,1,5,3,3,3
89,51,2,2,2.666666667,3,3,2,1.333333333,1,1,1,1,0,0.8,1,1,1,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0,3,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,0,1.4,5,3,3,6,6
90,32,1,2,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,5,5,5,5,4,4.8,5,5,5,5,3,4.6,5,5,5,5,4,4.8,4,4,4,5,3,4,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,46,1,2,3.333333333,1.666666667,1,1.333333333,1.333333333,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,6,3,7,4
92,32,2,6,NA,NA,NA,NA,NA,5,5,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,21,1,2,2.333333333,2.333333333,1,2.333333333,1.666666667,2,3,3,3,1,2.4,3,4,2,3,4,3.2,4,2,4,3,4,3.4,3,4,3,3,1,2.8,4,3,2,4,4,3.4,2,3,5,3,4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,54,1,2,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,44,1,2,1.666666667,3,3.333333333,2,1.333333333,5,4,5,6,5,5,NA,NA,NA,NA,NA,NA,4,4,5,6,5,4.8,4,4,5,6,5,4.8,4,3,5,6,5,4.6,4,4,5,6,5,4.8,4,4,5,6,5,4.8,3,2,4,5,5,3.8,4,3,4,6,5,4.4,5,4,6,6,5,5.2,5,4,5,6,5,5,4,5,1,4,5
96,48,2,2,NA,NA,NA,NA,NA,4,3,5,5,4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,3,3.8,4,4,4,4,4,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,30,1,2,NA,NA,NA,NA,NA,5,5,6,4,6,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,65,2,2,NA,NA,NA,NA,NA,4,5,6,6,5,5.2,5,5,5,5,5,5,4,5,6,6,5,5.2,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,4,4.8,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,6,5.2,6,5,6,5,5,5.4,3,3,2,6,4
99,69,1,2,3,3,1.333333333,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.4,0,0,0,2,0,0.4,0,0,0,2,1,0.6,0,0,0,0,0,0,0,0,0,2,0,0.4,0,0,0,1,0,0.2,3,3,2,6,5
100,33,1,4,NA,NA,NA,NA,NA,1,1,0,2,0,0.8,0,1,2,3,0,1.2,1,2,2,2,0,1.4,1,1,1,2,0,1,1,2,1,2,0,1.2,NA,NA,NA,NA,NA,NA,1,1,1,3,0,1.2,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0.6,1,2,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,57,2,2,4,1.666666667,3.333333333,0.666666667,1,3,3,4,4,3,3.4,3,3,3,4,5,3.6,5,4,5,5,5,4.8,5,4,5,5,4,4.6,5,4,5,5,4,4.6,5,4,5,5,4,4.6,5,6,5,6,4,5.2,5,5,6,5,5,5.2,5,5,6,6,5,5.4,5,4,5,5,4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,36,1,2,NA,NA,NA,NA,NA,5,5,5,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,42,2,2,3.666666667,0.333333333,3.333333333,1,3,2,2,2,4,2,2.4,1,3,3,4,4,3,2,3,2,4,2,2.6,3,2,3,5,1,2.8,2,2,2,3,2,2.2,3,3,4,4,3,3.4,NA,NA,NA,NA,NA,NA,2,3,3,4,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,52,2,2,NA,NA,NA,NA,NA,2,2,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,39,2,2,3.333333333,3.666666667,3,1.666666667,0.666666667,1,1,2,2,5,2.2,1,1,2,3,5,2.4,2,2,2,4,5,3,2,3,2,3,5,3,3,4,3,4,5,3.8,2,3,3,3,5,3.2,2,2,2,4,5,3,2,2,2,4,5,3,2,3,3,4,5,3.4,2,2,2,4,5,3,2,2,4,4,5,3.4,4,4,1,2,5
106,36,1,2,3.333333333,4,2.666666667,1.666666667,0.666666667,1,3,2,1,3,2,1,2,2,2,2,1.8,0,2,3,1,4,2,2,2,3,0,3,2,1,1,2,1,3,1.6,2,2,2,1,3,2,0,2,2,1,3,1.6,1,2,1,0,3,1.4,1,2,2,2,3,2,1,2,2,0,4,1.8,1,2,2,1,3,1.8,3,3,2,6,5
107,48,2,2,2,3.666666667,0.666666667,0.333333333,0.333333333,5,4,4,5,3,4.2,4,4,5,4,2,3.8,5,5,5,4,4,4.6,4,5,5,4,2,4,5,5,5,4,4,4.6,4,5,5,4,2,4,5,5,5,4,3,4.4,5,5,4,4,2,4,5,5,5,5,4,4.8,4,5,5,4,1,3.8,5,5,5,4,2,4.2,2,3,1,3,5
108,42,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,24,1,2,3.666666667,4,3.333333333,1.666666667,0,5,5,6,6,5,5.4,6,6,6,6,6,6,5,5,6,6,5,5.4,6,5,6,6,5,5.6,6,6,6,6,6,6,5,5,6,6,5,5.4,6,5,6,6,5,5.6,5,5,6,6,5,5.4,6,5,6,6,5,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,33,1,2,1.333333333,4,2,2,0,5,5,6,5,6,5.4,5,6,6,5,5,5.4,5,5,5,6,5,5.2,5,6,6,6,6,5.8,5,6,5,5,5,5.2,5,5,4,4,4,4.4,5,5,6,5,6,5.4,5,4,5,5,5,4.8,5,5,6,5,5,5.2,5,5,6,5,5,5.2,5,5,5,6,5,5.2,3,4,1,3,5
111,44,2,2,2.666666667,4,2,2,0.333333333,5,5,5,5,5,5,5,5,5,6,5,5.2,4,4,5,5,5,4.6,4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,5,6
112,44,2,7,NA,NA,NA,NA,NA,5,3,4,4,0,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,72,1,2,3.333333333,4,1,2,2,4,4,3,5,3,3.8,4,4,4,5,4,4.2,4,4,3,5,5,4.2,4,4,3,5,5,4.2,5,5,4,5,4,4.6,5,5,4,6,5,5,4,5,3,5,4,4.2,5,5,4,5,4,4.6,4,5,4,5,4,4.4,5,5,4,5,3,4.4,4,4,3,5,4,4,2,3,2,4,4
114,29,1,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,36,1,2,NA,NA,NA,NA,NA,6,6,6,6,2,5.2,5,5,5,5,2,4.4,5,5,5,4,2,4.2,6,6,6,6,3,5.4,6,6,6,6,3,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,0,2.4,5,5,5,5,1,4.2,4,4,4,4,0,3.2,4,4,4,4,0,3.2,3,3,3,1,7
116,40,2,2,2.666666667,1.333333333,3.666666667,2.333333333,1.333333333,4,4,5,5,4,4.4,5,5,5,4,5,4.8,5,5,6,5,3,4.8,NA,NA,NA,NA,NA,NA,5,5,6,5,4,5,5,5,6,5,5,5.2,4,4,5,5,5,4.6,5,5,6,5,4,5,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,64,1,2,3,4,1.333333333,2,0.333333333,5,4,5,5,5,4.8,4,3,4,5,4,4,2,3,4,4,5,3.6,4,4,4,4,5,4.2,4,4,5,5,2,4,4,4,5,4,3,4,4,4,5,5,2,4,5,5,5,5,4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,3,4.2,4,6,0,4,2
118,29,2,4,NA,NA,NA,NA,NA,5,4,5,4,3,4.2,4,5,NA,6,5,5,NA,NA,NA,NA,NA,NA,5,4,5,4,5,4.6,4,5,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,50,2,2,NA,NA,NA,NA,NA,1,1,2,1,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,24,1,2,1.333333333,3.333333333,1.333333333,3.333333333,1.666666667,5,1,4,4,1,3,3,4,5,5,1,3.6,2,4,4,3,2,3,4,3,3,4,2,3.2,4,5,4,5,3,4.2,2,2,4,3,1,2.4,3,3,4,3,1,2.8,3,4,4,4,0,3,2,3,3,3,0,2.2,4,3,3,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,61,1,2,3.666666667,4,2.666666667,1.666666667,0,4,5,4,4,4,4.2,4,5,5,5,5,4.8,4,5,5,5,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,4,5,1,2,2
122,61,1,2,NA,NA,NA,NA,NA,3,3,3,3,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,5,3.8,2,2,3,4,5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,27,2,2,NA,NA,NA,NA,NA,2,3,3,3,3,2.8,2,2,3,3,3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
